tentinh,tenxa,loai,matinh,maxa,danso,dientich_km2,trungtam_hc,truoc_sapnhap,kinhdo,vido
tỉnh Lạng Sơn,Thất Khê,xã,11,1839,20153,100.52,"Trụ sở Đảng ủy, HĐND, UBND thị trấn Cao Lộc","Xã Chi Lăng (huyện Tràng Định), Xã Chí Minh, Thị trấn Thất Khê",106.434,22.3102
tỉnh Lạng Sơn,Thiện Hòa,xã,11,1849,6771,160.31,"Trụ sở Đảng ủy, HĐND, UBND xã Thiện Hòa","Xã Yên Lỗ, Xã Thiện Hòa",106.216,22.0794
tỉnh Lạng Sơn,Thiện Long,xã,11,1851,5774,167.26,"Trụ sở Đảng ủy, HĐND, UBND xã Hòa Bình","Xã Hòa Bình (huyện Bình Gia), Xã Tân Hòa, Xã Thiện Long",106.174,21.9783
tỉnh Lạng Sơn,Thiện Tân,xã,11,1858,14827,93.07,"Trụ sở Đảng ủy, HĐND, UBND xã Thanh Sơn","Xã Thanh Sơn, Xã Đồng Tiến, Xã Thiện Tân",106.211,21.5592
tỉnh Lạng Sơn,Thiện Thuật,xã,11,1850,7305,134.5,"Trụ sở Đảng ủy, HĐND, UBND xã Thiện Thuật","Xã Quang Trung, Xã Thiện Thuật",106.3,22.0306
tỉnh Lạng Sơn,Thống Nhất,xã,11,1855,71665,120.1,"Trụ sở Đảng ủy, HĐND, UBND xã Thống Nhất","Xã Minh Hiệp, Xã Hữu Lân, Xã Thống Nhất",106.824,21.6804
tỉnh Lạng Sơn,Thụy Hùng,xã,11,1823,689,108.76,"Trụ sở Đảng ủy, HĐND, UBND xã Thanh Long","Xã Thụy Hùng (huyện Văn Lãng), Xã Thanh Long, Xã Trùng Khánh",106.66,22.1161
tỉnh Lạng Sơn,Tràng Định,xã,11,1843,11529,118.41,"Trụ sở Đảng ủy, HĐND, UBND xã Đề Thám","Xã Đề Thám, Xã Hùng Sơn, Xã Hùng Việt",106.471,22.2023
tỉnh Lạng Sơn,Tri Lễ,xã,11,1832,14432,243.95,"Trụ sở Đảng ủy, HĐND, UBND xã Tri Lễ","Xã Lương Năng, Xã Hữu Lễ, Xã Tri Lễ",106.438,21.7795
tỉnh Lạng Sơn,Tuấn Sơn,xã,11,1861,20611,111.21,"Trụ sở Đảng ủy, HĐND, UBND xã Minh Hòa","Xã Minh Sơn, Xã Minh Hòa, Xã Hòa Thắng",106.35,21.4533
tỉnh Lạng Sơn,Văn Lãng,xã,11,1825,7689,132.28,"Trụ sở Đảng ủy, HĐND, UBND xã Bắc Việt","Xã Bắc Việt, Xã Bắc La, Xã Tân Tác, Xã Thành Hòa",106.541,22.088
tỉnh Lạng Sơn,Vạn Linh,xã,11,1821,14197,126.54,"Trụ sở Đảng ủy, HĐND, UBND xã Vạn Linh","Xã Hòa Bình (huyện Chi Lăng), Xã Y Tịch, Xã Vạn Linh",106.485,21.6405
tỉnh Lạng Sơn,Vân Nham,xã,11,1859,19497,81.22,"Trụ sở Đảng ủy, HĐND, UBND xã Minh Tiến","Xã Minh Tiến, Xã Nhật Tiến, Xã Vân Nham",106.281,21.5342
tỉnh Lạng Sơn,Văn Quan,xã,11,1828,9955,87.57,"Trụ sở Đảng ủy, HĐND, UBND thị trấn Văn Quan","Xã Hòa Bình (huyện Văn Quan), Xã Tú Xuyên, Thị trấn Văn Quan",106.505,21.8668
tỉnh Lạng Sơn,Vũ Lăng,xã,11,1836,13562,112.27,"Trụ sở Đảng ủy, HĐND, UBND xã Vũ Lăng","Xã Tân Lập, Xã Tân Hương, Xã Chiêu Vũ, Xã Vũ Lăng",106.283,21.8338
tỉnh Lạng Sơn,Vũ Lễ,xã,11,1837,12944,92.1,"Trụ sở Đảng ủy, HĐND, UBND xã Chiến Thắng","Xã Chiến Thắng (huyện Bắc Sơn), Xã Vũ Sơn, Xã Vũ Lễ",106.182,21.8158
tỉnh Lạng Sơn,Xuân Dương,xã,11,1867,6621,206.7,"Trụ sở Đảng ủy, HĐND, UBND xã Xuân Dương","Xã Nam Quan, Xã Ái Quốc, Xã Xuân Dương",106.895,21.5822
tỉnh Lạng Sơn,Yên Bình,xã,11,1857,14813,119.22,"Trụ sở Đảng ủy, HĐND, UBND xã Yên Bình","Xã Hòa Bình (huyện Hữu Lũng), Xã Quyết Thắng, Xã Yên Bình",106.269,21.6423
tỉnh Lạng Sơn,Yên Phúc,xã,11,1833,16585,117.93,"Trụ sở Đảng ủy, HĐND, UBND xã Yên Phúc","Xã An Sơn, Xã Bình Phúc, Xã Yên Phúc",106.552,21.8163
