tentinh,tenxa,loai,matinh,maxa,danso,dientich_km2,trungtam_hc,truoc_sapnhap,kinhdo,vido
thành phố Hồ Chí Minh,Bình Thới,phường,29,147,55851,1.52,"268 - 270 Bình Thới, quận 11 cũ","Phường 3, Phường 10 (Quận 11), Phường 8 (Quận 11)",106.642,10.7626
thành phố Hồ Chí Minh,Bình Tiên,phường,29,189,91520,1.61,"107 đường Cao Văn Lầu, phường 1, quận 6 cũ","Phường 1, Phường 7, Phường 8 (Quận 6)",106.643,10.7425
thành phố Hồ Chí Minh,Bình Trị Đông,phường,29,222,165142,7.15,"162 Mã Lò, phường Bình Trị Đông A, quận Bình Tân cũ","Phường Bình Trị Đông, Phường Bình Hưng Hòa A, Phường Bình Trị Đông A",106.609,10.7684
thành phố Hồ Chí Minh,Bình Trưng,phường,29,132,121382,14.82,"8 đường Hồ Thị Nhung, khu phố 4, phường Bình Trưng Đông, TP Thủ Đức cũ","Phường Bình Trưng Đông, Phường Bình Trưng Tây, Phường An Phú (thành phố Thủ Đức)",106.767,10.795
thành phố Hồ Chí Minh,Cần Giờ,xã,29,213,27130,157.01,"48 đường Lương Văn Nho, khu phố Giồng Ao, thị trấn Cần Thạnh, huyện Cần Giờ cũ","Xã Long Hòa (huyện Cần Giờ), Thị trấn Cần Thạnh",106.908,10.4524
thành phố Hồ Chí Minh,Cát Lái,phường,29,133,68654,19.65,"45 Phan Bá Vành, phường Thạnh Mỹ Lợi, TP Thủ Đức cũ","Phường Thạnh Mỹ Lợi, Phường Cát Lái",106.773,10.7634
thành phố Hồ Chí Minh,Cầu Kiệu,phường,29,129,62663,1.23,"18 Đoàn Thị Điểm, quận Phú Nhuận cũ","Phường 1, Phường 2, Phường 7 (quận Phú Nhuận), Phường 15 (quận Phú Nhuận)",106.689,10.7995
thành phố Hồ Chí Minh,Cầu Ông Lãnh,phường,29,42,78734,1.6,"105 Trần Đình Xu, phường Nguyễn Cư Trinh, quận 1 cũ","Phường Nguyễn Cư Trinh, Phường Cầu Kho, Phường Cô Giang, Phường Cầu Ông Lãnh",106.69,10.7607
thành phố Hồ Chí Minh,Chánh Hiệp,phường,29,3,56387,19.664,"279 đường Hồ Văn Cống, khu phố 3, phường Tương Bình Hiệp, TP Thủ Dầu Một, tỉnh Bình Dương cũ","Phường Định Hòa, Phường Tương Bình Hiệp, Phường Hiệp An, Phường Chánh Mỹ",106.64,11.0147
thành phố Hồ Chí Minh,Chánh Hưng,phường,29,198,190707,4.61,"39 Dương Bạch Mai, phường 5, quận 8 cũ","Phường 4 (Quận 8), Rạch Ông, Phường Hưng Phú, Phường 5 (Quận 8)",106.677,10.7434
thành phố Hồ Chí Minh,Chánh Phú Hòa,phường,29,14,53916,69.543,"đường ĐTT 741, khu phố 9, phường Chánh Phú Hòa, TP Bến Cát, tỉnh Bình Dương cũ","Phường Chánh Phú Hòa, Xã Hưng Hòa",106.67,11.1849
thành phố Hồ Chí Minh,Châu Đức,xã,29,2229,28240,84.66,"Ấp Liên Lộc, xã Xà Bang, huyện Châu Đức, tỉnh Bà Rịa Vũng Tàu cũ","Xã Cù Bị, Xã Xà Bang",107.208,10.7336
thành phố Hồ Chí Minh,Châu Pha,xã,29,2244,27394,61.63,"Xã Châu Pha, TP Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu cũ","Xã Tóc Tiên, Xã Châu Pha",107.132,10.5864
thành phố Hồ Chí Minh,Chợ Lớn,phường,29,178,85066,1.67,"131 Triệu Quang Phục, phường 11, quận 5 cũ","Phường 11, Phường 12, Phường 13, Phường 14 (Quận 5)",106.659,10.7532
thành phố Hồ Chí Minh,Chợ Quán,phường,29,172,63545,1.28,"462-464 An Dương Vương, phường 4, quận 5 cũ","Phường 1, Phường 2, Phường 4 (Quận 5)",106.681,10.7574
thành phố Hồ Chí Minh,Côn Đảo,đặc khu,29,3312,6502,75.79,"28 đường Tôn Đức Thắng, huyện Côn Đảo, tỉnh Bà Rịa - Vũng Tàu cũ",Huyện Côn Đảo,106.615,8.71058
thành phố Hồ Chí Minh,Củ Chi,xã,29,193,128661,64.87,"314 đường Phan Văn Khải, ấp Đình B, xã Tân Phú Trung, huyện Củ Chi cũ ","Xã Tân Phú Trung, Xã Tân Thông Hội, Xã Phước Vĩnh An",106.533,10.9518
